-M2L,"ACh,FLP-18,FLP-21,NLP-3,NLP-13"
-M2R,"ACh,FLP-18,FLP-21,NLP-3,NLP-13"
-M3L,"Glu,FLP-13,FLP-18,NLP-3"
-M3R,"Glu,FLP-13,FLP-18,NLP-3"
-M4,"ACh,FLP-2,FLP-5,FLP-21"
-M5,"ACh,Glu,FLP-1,FLP-13,FLP-17,NTC-1"
-MCL,"ACh,FLP-2,FLP-21"
-MCR,"ACh,FLP-2,FLP-21"
-MI,"Glu,NLP-3"
-NSML,"5HT,FLP-4,NLP-3,NLP-13,NTC-1"
-NSMR,"5HT,FLP-4,NLP-3,NLP-13,NTC-1"
